page_name,Sum of impressions,Sum of spend,delivery_by_region,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,byline,performance
Donald J. Trump,293000,8799,Nevada,"I'm coming to Reno!

Join me on Friday, October 11th — at 5:30PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,"Join me in Reno, NV!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",33.29923855
Donald J. Trump,2800499.5,85049.5,Michigan,"This is the MOST IMPORTANT Post I've ever sent.

🛑 𝗦𝘁𝗼𝗽 𝘄𝗵𝗮𝘁 𝘆𝗼𝘂'𝗿𝗲 𝗱𝗼𝗶𝗻𝗴 𝗿𝗶𝗴𝗵𝘁 𝗻𝗼𝘄 𝗮𝗻𝗱 𝗿𝗲𝗮𝗱 𝘁𝗵𝗶𝘀 ⬇️⬇️⬇️ 

1️⃣ KAMALA's team is already desperately trying to HARVEST every ballot they can.

2️⃣ Democrats will MAKE IT HARD to vote on Election Day. They want to keep MY SUPPORTERS from voting. 

3️⃣ To STOP THEM, I need EVERY PATRIOT READING THIS to request their ballot NOW. BEFORE IT'S TOO LATE.

4️⃣ Every day you wait, KAMALA IS CACKLING. She thinks they can rig the election just like 2020.

5️⃣ WE MUST SWAMP THE VOTE. Every single red-blooded Republican patriot needs to do EVERYTHING THEY CAN to vote ASAP!

⬇️  𝗩𝗶𝘀𝗶𝘁 𝘁𝗵𝗲 𝗢𝗙𝗙𝗜𝗖𝗜𝗔𝗟 𝗗𝗢𝗡𝗔𝗟𝗗 𝗝. 𝗧𝗥𝗨𝗠𝗣 𝗩𝗢𝗧𝗜𝗡𝗚 𝗪𝗘𝗕𝗦𝗜𝗧𝗘 𝗕𝗘𝗟𝗢𝗪. ⬇️",vote.donaldjtrump.com,President Trump THANKS YOU!,REQUEST YOUR OFFICIAL MICHIGAN BALLOT!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",32.92787729
Donald J. Trump,823000,25299,Nevada,"I'm coming to Henderson, NV!

Join me on Thursday, October 31st at 3:30PM. Be part of a HISTORIC RALLY.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join me in Henderson, NV!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",32.53093008
Donald J. Trump,4115906,126530.5,Georgia,"President Trump is going ALL-IN to win GEORGIA, but we have to SWAMP THE VOTE. Get ready to Vote Early TODAY!",vote.donaldjtrump.com,Pres. Trump needs you!,IT'S TIME TO VOTE EARLY,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",32.52896337
Donald J. Trump,563999,17396,Nevada,"I'm coming to LAS VEGAS!

Join me on Thursday, October 24th at 7:00PM. Be part of a HISTORIC RALLY.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join me in Las Vegas!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",32.42118878
Donald J. Trump,73996,2293,Arizona,"Team Trump is coming to Queen Creek!

Join my son, Donald Trump Jr. on Wednesday, October 23rd at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join Donald Trump Jr. in Queen Creek, AZ",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",32.27038814
Donald J. Trump,456994,14191,Arizona,"⏰ TIME-SENSITIVE REQUEST ⏰ 

I need YOUR HELP to win the GREAT STATE OF ARIZONA! 

YOU HAVE TO VOTE EARLY BEFORE 11/1.",vote.donaldjtrump.com,President Trump is counting on YOU!,VOTE EARLY BY 11/1,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",32.20308646
Donald J. Trump,8000,249.5,Wisconsin,"HAPPENING TODAY: Join me in La Crosse!

I'll see you TODAY, August 29th — at 6:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,TODAY: Join me in La Crosse!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",32.06412826
Donald J. Trump,943987,29732.5,Wisconsin,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Will you vote for Trump?,IT'S TIME TO VOTE IN WISCONSIN,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",31.74933154
Donald J. Trump,150497.5,4744.5,Nevada,"I can’t imagine doing a rally in Las Vegas, NV without YOU being there!

Save the date of June 9th because I’ll be looking for YOU there.

Get your tickets before they’re GONE!",event.donaldjtrump.com,Join President Trump in NV!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",31.72041311
Donald J. Trump,399000,12600,Nevada,"NEVADA: I'm coming to Las Vegas!

Join me on Friday, September 13th — at 7:00PM. Be part of a HISTORIC rally.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Las Vegas!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",31.66666667
Donald J. Trump,373489.5,11830.5,Georgia,"ATTENTION GEORGIA: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",31.57005198
Donald J. Trump,89490.5,2835.5,Georgia,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,https://vote.donaldjtrump.com/georgia-get-out-the-...,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",31.56074766
Donald J. Trump,38996,1242.5,Nevada,"I’d LOVE to see you in Las Vegas, NV!

I’ve got an EPIC rally planned on June 9th & I set aside FREE tickets just for YOU.

Claim your free tickets right away.",event.donaldjtrump.com,"Join President Trump in Las Vegas, NV!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",31.38511066
Donald J. Trump,44999,1445.5,Nevada,"Join Former Lieutenant Governor Abel Maldonado and Kash Patel, Former Chief of Staff for the Department of Defense in Stateline, NV on Friday, September 20th — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join Team Trump in Stateline, NV!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",31.1304047
Donald J. Trump,915000,29500,Michigan,"President Trump is going ALL-IN to win MICHIGAN, but we have to SWAMP THE VOTE. Get ready to Vote Early TODAY!",vote.donaldjtrump.com,Pres. Trump needs you!,IT'S TIME TO VOTE EARLY,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",31.01694915
Donald J. Trump,42997,1395,Nevada,"I’m coming to Las Vegas, NV on June 9th!

Join me for a HUGE rally.

Claim your FREE tickets now 🎟️",event.donaldjtrump.com,Join President Trump in NV!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",30.82222222
Donald J. Trump,314487.5,10234.5,Arizona,Election Day is almost here & Pres. Trump needs all of his loyal supporters in ARIZONA to vote. Request your ballot HERE.,vote.donaldjtrump.com,Arizona Voting Information: Make sure you have all the information you need to make this election too big to rig.,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.72817431
Donald J. Trump,66000,2149.5,Nevada,"Join me in Las Vegas!

Saturday, October 28th, 2023

Sign up now to secure your 𝙁𝙍𝙀𝙀 tickets.",event.donaldjtrump.com,Join President Trump in NV!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.70481507
Donald J. Trump,3838995,126042.5,Pennsylvania,"Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF PENNSYLVANIA! 

CAST YOUR MAIL-IN BALLOT IN PERSON TODAY!",vote.donaldjtrump.com,Help SAVE AMERICA!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.45794077
Donald J. Trump,6000,198,Wisconsin,"Racine, WI: Mark your calendars!

Join me at my EPIC rally planned on June 18th.

Claim your free tickets right away.",event.donaldjtrump.com,Join me in WI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",30.3030303
Donald J. Trump,1726967,57009.5,Arizona,Election Day is almost here & Pres. Trump needs all of his loyal supporters in ARIZONA to vote. Request your ballot HERE.,vote.donaldjtrump.com,Pres. Trump is counting on you,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.2926179
Donald J. Trump,245000,8100,Georgia,"MESSAGE FROM TULSI GABBARD:

If you’re from GEORGIA, please click the link below to check your voter registration.

Your voice and your VOTE MATTER, and President Trump won’t win without you voting in this election.

If you are not already, please register NOW. We need you now more than ever.",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.24691358
Donald J. Trump,120491.5,3984,Wisconsin,"WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",vote.donaldjtrump.com,,GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.2438504
Donald J. Trump,1366499.5,45199,Michigan,"ATTENTION MICHIGAN: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.23295869
Donald J. Trump,17998,597,Pennsylvania,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF PENNSYLVANIA! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com,,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.14740369
Donald J. Trump,82496.5,2742.5,Arizona,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF ARIZONA! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com/arizona-get-out-the-vote,Help SAVE AMERICA! Request Your Ballot!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30.08076572
Donald J. Trump,90000,3000,Wisconsin,"Phone? Check! Keys? Check! Trump Ballot???

WISCONSIN: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!,Phone? Check! Keys? Check! Trump Ballot???

WISCONSIN: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!,Phone? Check! Keys? Check! Trump Ballot???

WISCONSIN: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!",vote.donaldjtrump.com,"Urgent voter request,Urgent voter request,Urgent voter request","Return your ballot NOW >>>,Return your ballot NOW >>>,Return your ballot NOW >>>","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30
Donald J. Trump,315000,10500,Pennsylvania,"MESSAGE FROM TULSI GABBARD:

If you’re from PENNSYLVANIA, please click the link below to check your voter registration.

Your voice and your VOTE MATTER, and President Trump won’t win without you voting in this election.

If you are not already, please register NOW. We need you now more than ever.",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",30
Donald J. Trump,220000,7400,Nevada,"NEVADA:

Your friends RETURNED THEIR BALLOTS.
Your neighbors RETURNED THEIR BALLOTS.

…WILL YOU??,NEVADA:

Your friends RETURNED THEIR BALLOTS.
Your neighbors RETURNED THEIR BALLOTS.

…WILL YOU??,NEVADA:

Your friends RETURNED THEIR BALLOTS.
Your neighbors RETURNED THEIR BALLOTS.

…WILL YOU??",vote.donaldjtrump.com,"Urgent voter request,Urgent voter request,Urgent voter request","Return your ballot NOW >>>,Return your ballot NOW >>>,Return your ballot NOW >>>","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",29.72972973
Donald J. Trump,377000,12748.5,Michigan,"I'm coming to Traverse City!

Join me on Friday, October 25th at 7:30PM. Be part of a HISTORIC RALLY.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,"Join me in Traverse City, MI!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",29.57210652
Donald J. Trump,1682498.5,57295,Arizona,"President Trump is going ALL-IN to win ARIZONA, but we have to SWAMP THE VOTE. Get ready to Vote Early TODAY!,President Trump is going ALL-IN to win ARIZONA, but we have to SWAMP THE VOTE. Get ready to Vote Early TODAY!","vote.donaldjtrump.com,vote.donaldjtrump.com","Pres. Trump needs you!,Pres. Trump needs you!","IT'S TIME TO VOTE EARLY,IT'S TIME TO VOTE EARLY","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",29.36553801
Donald J. Trump,459496.5,15745.5,Wisconsin,"DON’T LET COMRADE KAMALA AND THE AMERICA LAST DEMOCRATS DESTROY OUR COUNTRY!

LET’S SAVE AMERICA! VOTE EARLY! VOTE TRUMP!",vote.donaldjtrump.com,MAKE WISCONSIN GREAT AGAIN!!!,STOP KAMALA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",29.18271887
Donald J. Trump,1295488.5,44582,Arizona,"ATTENTION ARIZONA: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

But if you sit on the sidelines this election, I hope you’re ready for President Harris.

We won’t have a country if she wins.

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",29.05855502
Donald J. Trump,1000499.5,34849.5,Michigan,"I'm coming to Detroit!

Join me on Friday, November 1st. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Detroit!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",28.70914934
Donald J. Trump,19797451.5,700399,Pennsylvania,"PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",28.26596197
Donald J. Trump,53499.5,1898,Pennsylvania,"Join Kimberly Guilfoyle on Saturday, October 26th — at 11:00 AM. Be part of a HISTORIC event.",event.donaldjtrump.com,"Join Team Trump in Harrisburg, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",28.18730242
Donald J. Trump,12498.5,447.5,Pennsylvania,"Join Governor Jim Justice and Babydog in Erie, on Saturday, October 26th — at 6:00PM. Be part of a HISTORIC event.",event.donaldjtrump.com,Join Team Trump in Erie!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",27.92960894
Donald J. Trump,108497.5,3896,Arizona,"I'm coming to Phoenix, AZ!

Save the date of June 6th because I’ll be looking for YOU there.

Get your tickets before they’re GONE!",event.donaldjtrump.com,Special Guest: Donald Trump,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",27.84843429
Donald J. Trump,16499.5,598,Georgia,,"register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com",,,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.59113712
Donald J. Trump,48000,1749.5,Pennsylvania,"Join my daughter-in-law, Lara Trump, in the Pittsburgh Area on Monday, November 4th.

Be part of a HISTORIC event.",event.donaldjtrump.com,"Join Team Trump in Pittsburgh, PA!",Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",27.4364104
Donald J. Trump,1568994,57235.5,Pennsylvania,"PENNSYLVANIA: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!",vote.donaldjtrump.com,Urgent voter request,RETURN YOUR BALLOT,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.41295175
Donald J. Trump,178995,6543.5,Wisconsin,Will you help MAKE AMERICA GREAT AGAIN? President Trump needs YOUR HELP to win. Request your ballot and VOTE TRUMP TODAY.,vote.donaldjtrump.com,Wisconsin Voting Information: Make sure you have all the information you need to make this election too big to rig.,PRESIDENT TRUMP IS COUNTING ON YOU.,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.35462673
Donald J. Trump,205000,7500,Wisconsin,"MESSAGE FROM TULSI GABBARD:

If you’re from WISCONSIN, please click the link below to check your voter registration.

Your voice and your VOTE MATTER, and President Trump won’t win without you voting in this election.

If you are not already, please register NOW. We need you now more than ever.",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.33333333
Donald J. Trump,257474.5,9471,Georgia,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,IT'S TIME TO VOTE IN GEORGIA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.18556647
Donald J. Trump,95000,3500,Arizona,"MESSAGE FROM TULSI GABBARD:

If you’re from ARIZONA, please click the link below to check your voter registration.

Your voice and your VOTE MATTER, and President Trump won’t win without you voting in this election.

If you are not already, please register NOW. We need you now more than ever.",register.donaldjtrump.com,Make sure you are registered to vote!!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.14285714
Donald J. Trump,71487.5,2634.5,Georgia,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF GEORGIA! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com,Help SAVE AMERICA! Request Your Ballot!,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.13513001
Donald J. Trump,16118996,594932.5,Michigan,Don't have time for the line? Avoid Election Day crowds by Voting Early for President Trump TODAY.,vote.donaldjtrump.com,Vote TRUMP in Michigan,Skip the long line and VOTE TRUMP Early,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",27.09382325
Donald J. Trump,291484.5,10823.5,Georgia,"GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",26.93070633
Donald J. Trump,3578425.5,132998,Georgia,"GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",26.90585949
Donald J. Trump,89999,3346.5,Nevada,"Join Former Congresswoman Tulsi Gabbard and Senator Mullin in Carson City, NV on Tuesday, October 15th — at 5:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Carson City!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",26.89347079
Donald J. Trump,4000,149.5,Pennsylvania,"Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!","register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com,register.donaldjtrump.com","Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!,Make sure you are registered to VOTE!","VOTE to Make America Great Again!,VOTE to Make America Great Again!,VOTE to Make America Great Again!,VOTE to Make America Great Again!,VOTE to Make America Great Again!,VOTE to Make America Great Again!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",26.75585284
Donald J. Trump,20997,793,Michigan,"THIS SATURDAY: Join Tulsi Gabbard & Robert F. Kennedy Jr. in Dearborn, MI on September 28th — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone! 🇺🇸",event.donaldjtrump.com,Join Team Trump in Dearborn!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",26.4779319
Donald J. Trump,103994,3941.5,Pennsylvania,"PENNSYLVANIA! PENNSYLVANIA! PENNSYLVANIA! 

I NEED your vote! Request your ballot NOW!",vote.donaldjtrump.com,Pennsylvania Voting Information: Make sure you have all the information you need to make this election too big to rig.,Request Your Ballot,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",26.38437143
Donald J. Trump,205993,7940.5,Wisconsin,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Wisconsin Voting Information: Make sure you have all the information you need to make this election too big to rig.,IT'S TIME TO VOTE IN WISCONSIN,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",25.94206914
Donald J. Trump,616983,23825.5,Wisconsin,Election Day is almost here & Pres. Trump needs all of his loyal supporters in WISCONSIN to vote. Request your ballot HERE.,vote.donaldjtrump.com,Wisconsin Voting Information: Make sure you have all the information you need to make this election too big to rig.,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",25.89590984
Donald J. Trump,418486.5,16282,Arizona,YOU can Save America in seconds! Request YOUR BALLOT and vote to put President Trump back in the White House.,vote.donaldjtrump.com,Arizona Voting Information: Make sure you have all the information you need to make this election too big to rig.,IT'S TIME TO VOTE IN ARIZONA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",25.70240142
Donald J. Trump,3413935,133746.5,Wisconsin,"WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",25.52541562
Donald J. Trump,3046498.5,119397,Wisconsin,"WISCONSIN! WISCONSIN! WISCONSIN!

Skip the long line and VOTE TRUMP early! I NEED your vote! 🫵 🫵 🫵",vote.donaldjtrump.com,Pres. Trump wants you to Vote Early,"VOTE EARLY, Wisconsin!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",25.51570391
Donald J. Trump,834977,32870,Georgia,Election Day is almost here & Pres. Trump needs all of his loyal supporters in GEORGIA to vote. Request your ballot HERE.,vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,REQUEST YOUR BALLOT ASAP,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",25.40240341
Donald J. Trump,722000,28600,Pennsylvania,"I'm coming to Harrisburg!

Join me on Sunday, November 3rd. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in Harrisburg!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",25.24475524
Donald J. Trump,27497.5,1097,Wisconsin,"Join me in La Crosse!

I'll see you Thursday, August 29th — at 6:00PM. Be part of a HISTORIC event.

Get your tickets before they’re gone – and I’ll see you soon! 🇺🇸",event.donaldjtrump.com,Join me in La Crosse!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"TRUMP 47 COMMITTEE, INC.",25.06608933
Donald J. Trump,766493.5,30733.5,Pennsylvania,"DON’T LET COMRADE KAMALA AND THE AMERICA LAST DEMOCRATS DESTROY OUR COUNTRY!

LET’S SAVE AMERICA! CAST YOUR MAIL-IN BALLOT IN PERSON TODAY!",vote.donaldjtrump.com,,STOP KAMALA,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",24.94000033
Donald J. Trump,31993,1292,Arizona,"Will you help MAKE AMERICA GREAT AGAIN??

I need YOUR HELP to win the GREAT STATE OF ARIZONA! 

Request your ballot and VOTE TRUMP TODAY!",vote.donaldjtrump.com,Arizona Voting Information: Make sure you have all the information you need to make this election too big to rig.,LET’S MAGA!!!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",24.7623839
Donald J. Trump,6183396.5,251111.5,Arizona,"ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",GET OUT AND VOTE!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",24.62410722
Donald J. Trump,48498.5,1996,Georgia,"GEORGIA! GEORGIA! GEORGIA! 

Skip the long line and VOTE TRUMP early! I NEED your vote!",vote.donaldjtrump.com,Georgia Voting Information: Make sure you have all the information you need to make this election too big to rig.,"VOTE EARLY, Georgia!","DONALD J. TRUMP FOR PRESIDENT 2024, INC.",24.29784569
Donald J. Trump,550995,22687,Wisconsin,"Phone? Check! Keys? Check! Trump Ballot???

WISCONSIN: SECURE YOUR TRUMP VOTE TODAY!

Return your ballot NOW!",vote.donaldjtrump.com,Urgent voter request,RETURN YOUR BALLOT,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",24.28681624
Donald J. Trump,600000,25000,Nevada,"ATTENTION NEVADA: I’m humbly asking you to stop what you’re doing and check your voter registration status.

Only a handful of votes will decide this election.

We can stop inflation, secure our borders, lower taxes, and make America Great Again!

Click the link below now before it's too late.

Register to vote now and MAKE AMERICA GREAT AGAIN!",register.donaldjtrump.com,Make sure you are registered to vote!,VOTE to Make America Great Again!,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",24
Donald J. Trump,9498.5,396,Michigan,"Claim your FREE TICKETS to my rally in Waterford Township, MI! 🇺🇸

Be part of a HISTORIC Trump Rally!

Claim your free tickets to see me in Waterford Township on Saturday, February 17th, today.",event.donaldjtrump.com,Join President Trump in MI!,Get Your 𝙁𝙍𝙀𝙀 Tickets,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",23.98611111
